"taxonid","kingdom_name","phylum_name","class_name","order_name","family_name","genus_name","scientific_name","taxonomic_authority","infra_rank","infra_name","population","category","main_common_name"
155890,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia globulus","(Bofill, 1909)",NA,NA,NA,"NT",NA
155891,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Alzoniella","Alzoniella macrostoma","Bodon &amp; Cianfanelli, 2002",NA,NA,NA,"NT",NA
155892,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","COCHLIOPIDAE","Heleobia","Heleobia streletzkiensis","(Chukchin, 1975)",NA,NA,NA,"DD",NA
155893,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudohoratia","Pseudohoratia ochridana","(Polinski, 1929)",NA,NA,NA,"VU",NA
155894,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Alzoniella","Alzoniella onatensis","Boeters, 2003",NA,NA,NA,"CR",NA
155895,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella fontinalis","(F.J. Schmidt, 1847)",NA,NA,NA,"LC",NA
155896,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella dacica","Grossu, 1946",NA,NA,NA,"LC",NA
155897,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Antibaria","Antibaria notata","(Frauenfeld, 1865)",NA,NA,NA,"LC",NA
155898,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudamnicola","Pseudamnicola spiratus","(Paladilhe, 1869)",NA,NA,NA,"LC",NA
155899,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Sadleriana","Sadleriana fluminensis","(Küster, 1853)",NA,NA,NA,"LC",NA
155900,"ANIMALIA","MOLLUSCA","GASTROPODA","ALLOGASTROPODA","VALVATIDAE","Valvata","Valvata studeri","Boeters &amp; Falkner, 1998",NA,NA,NA,"LC",NA
155901,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","POMATIIDAE","Pomatias","Pomatias elegans","(O.F. Müller, 1774)",NA,NA,NA,"LC",NA
155902,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Clessiniola","Clessiniola bogensis","(Dubois in Küster, 1852)",NA,NA,NA,"DD",NA
155903,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica bagliviaeformis","Schütt, 1970",NA,NA,NA,"EN",NA
155904,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Stankovicia","Stankovicia wagneri","(Polinski, 1929)",NA,NA,NA,"VU",NA
155905,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudamnicola","Pseudamnicola pisolinus","(Paladilhe, 1876)",NA,NA,NA,"DD",NA
155906,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Mercuria","Mercuria vindilica","(Paladilhe, 1870)",NA,NA,NA,"EN",NA
155907,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum buresi","A.J. Wagner, 1928",NA,NA,NA,"VU",NA
155908,"ANIMALIA","MOLLUSCA","BIVALVIA","VENERIDA","SPHAERIIDAE","Euglesa","Euglesa subtruncata","(Malm, 1855)",NA,NA,NA,"LC",NA
155909,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Lanzaiopsis","Lanzaiopsis savinica","Bole, 1989",NA,NA,NA,"VU",NA
155910,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Alzoniella","Alzoniella navarrensis","Boeters, 1999",NA,NA,NA,"VU",NA
155911,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Fissuria","Fissuria planospira","Bodon, Cianfanelli &amp; Talenti, 1997",NA,NA,NA,"NT",NA
155912,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Paladilhiopsis","Paladilhiopsis janinensis","Schütt, 1962",NA,NA,NA,"CR",NA
155914,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria cocheti","Boeters &amp; Falkner, 2003",NA,NA,NA,"DD",NA
155915,"ANIMALIA","MOLLUSCA","BIVALVIA","VENERIDA","SPHAERIIDAE","Musculium","Musculium lacustre","(Müller, 1774)",NA,NA,NA,"LC",NA
155916,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Radomaniola","Radomaniola albanica","(Radoman, 1973)",NA,NA,NA,"LC",NA
155917,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Anagastina","Anagastina matjasici","(Bole, 1961)",NA,NA,NA,"CR",NA
155918,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Daphniola","Daphniola exigua","(A. Schmidt, 1856)",NA,NA,NA,"EN",NA
155919,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","AMNICOLIDAE","Marstoniopsis","Marstoniopsis graeca","(Radoman, 1978)",NA,NA,NA,"CR",NA
155920,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandia","Belgrandia gibberula","Paladilhe, 1869",NA,NA,NA,"VU",NA
155921,"ANIMALIA","MOLLUSCA","GASTROPODA","SORBEOCONCHA","MELANOPSIDAE","Microcolpia","Microcolpia daudebartii","(Prevost, 1821)",NA,NA,NA,"LC",NA
155922,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","POMATIIDAE","Leonia","Leonia mamillaris","(Lamarck, 1822)",NA,NA,NA,"LC",NA
155923,"ANIMALIA","MOLLUSCA","BIVALVIA","VENERIDA","SPHAERIIDAE","Euglesa","Euglesa milium","(Held, 1836)",NA,NA,NA,"LC",NA
155924,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Paladilhia","Paladilhia pontmartiniana","(Nicolas, 1891)",NA,NA,NA,"DD",NA
155925,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia moquiniana","(Dupuy, 1851)",NA,NA,NA,"LC",NA
155926,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Graziana","Graziana trinitatis","(Caziot, 1910)",NA,NA,NA,"EN",NA
155927,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Paladilhiopsis","Paladilhiopsis absoloni","(A.J. Wagner, 1914)",NA,NA,NA,"LC",NA
155929,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandia","Belgrandia zilchi","Settepassi, 1965",NA,NA,NA,"DD",NA
155930,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PLANORBIDAE","Bathyomphalus","Bathyomphalus contortus","(Linnaeus, 1758)",NA,NA,NA,"LC","Twisted Ram's-horn"
155931,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica langhofferi","A.J. Wagner, 1928",NA,NA,NA,"VU",NA
155932,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Alzoniella","Alzoniella edmundi","(Boeters, 1984)",NA,NA,NA,"EN",NA
155933,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudoislamia","Pseudoislamia balcanica","Radoman, 1979",NA,NA,NA,"CR",NA
155934,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pyrgula","Pyrgula pambotis","A. &amp; P. Reischütz, 2002",NA,NA,NA,"DD",NA
155935,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Iglica","Iglica bosnica","Schütt, 1975",NA,NA,NA,"DD",NA
155937,"ANIMALIA","MOLLUSCA","BIVALVIA","VENERIDA","SPHAERIIDAE","Musculium","Musculium transversum","(Say, 1829)",NA,NA,NA,"NA","Long Fingernail Clam"
155938,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Boleana","Boleana umbilicata","(Kuscer, 1932)",NA,NA,NA,"VU",NA
155939,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Graziana","Graziana kuesteri","(Boeters, 1970)",NA,NA,NA,"DD",NA
155940,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PLANORBIDAE","Hippeutis","Hippeutis complanatus","Linnaeus, 1758",NA,NA,NA,"LC","Flat Ram's Horn Sail"
155941,"ANIMALIA","MOLLUSCA","GASTROPODA","SORBEOCONCHA","MELANOPSIDAE","Melanopsis","Melanopsis cariosa","Linnaeus, 1767",NA,NA,NA,"NT",NA
155942,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella ginolensis","Fagot, 1881",NA,NA,NA,"VU",NA
155943,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","POMATIIDAE","Pomatias","Pomatias laevigatus","(Webb &amp; Berthelot, 1833)",NA,NA,NA,"DD",NA
155944,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria massoti","Bourguignat, 1863",NA,NA,NA,"VU",NA
155945,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Graziana","Graziana provincialis","(Boeters, 2000)",NA,NA,NA,"EN",NA
155946,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Alzoniella","Alzoniella manganellii","Bodon, Cianfanelli &amp; Talenti, 1997",NA,NA,NA,"NT",NA
155947,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella eurystoma","Paladilhe, 1870",NA,NA,NA,"VU",NA
155948,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Lanzaia","Lanzaia rudnicae","Bole, 1992",NA,NA,NA,"NT",NA
155949,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum francomontanum","Bernasconi, 1973",NA,NA,NA,"LC",NA
155950,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella servainiana","(Paladilhe, 1870)",NA,NA,NA,"DD",NA
155951,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Avenionia","Avenionia berenguieri","(Bourguignat, 1882)",NA,NA,NA,"NT",NA
155952,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Hauffenia","Hauffenia media","Bole, 1961",NA,NA,NA,"VU",NA
155953,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum saxigenum","(Geyer, 1905)",NA,NA,NA,"VU",NA
155954,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Cilgia","Cilgia dalmatica","(Schütt, 1961)",NA,NA,NA,"DD",NA
155955,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","EMMERICIIDAE","Emmericia","Emmericia expansilabris","Bourguignat, 1880",NA,NA,NA,"VU",NA
155956,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pyrgohydrobia","Pyrgohydrobia jablanicensis","Radoman, 1955",NA,NA,NA,"CR",NA
155957,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum pellucidum","(Seckendorf, 1846)",NA,NA,NA,"CR",NA
155958,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Narentiana","Narentiana vjetrenicae","Radoman, 1973",NA,NA,NA,"EN",NA
155959,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pontobelgrandiella","Pontobelgrandiella hessei","(A.J. Wagner, 1928)",NA,NA,NA,"VU",NA
155960,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Ohridohoratia","Ohridohoratia sturanyi","(Westerlund, 1902)",NA,NA,NA,"NT",NA
155961,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandia","Belgrandia cazioti","(Westerlund, 1890)",NA,NA,NA,"DD",NA
155962,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BITHYNIIDAE","Bithynia","Bithynia boissieri","(Küster, 1852)",NA,NA,NA,"DD",NA
155963,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Horatia","Horatia klecakiana","Bourguignat, 1887",NA,NA,NA,"LC",NA
155964,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Ohridohauffenia","Ohridohauffenia sanctinaumi","(Radoman, 1964)",NA,NA,NA,"EN",NA
155965,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Paladilhiopsis","Paladilhiopsis thessalica","(Schütt, 1970)",NA,NA,NA,"VU",NA
155966,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PLANORBIDAE","Anisus","Anisus vorticulus","(Troschel, 1834)",NA,NA,NA,"NT","Lesser Ramshorn Snail"
155967,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Trachyochridia","Trachyochridia filocincta","(Polinski, 1929)",NA,NA,NA,"CR",NA
155968,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Strugia","Strugia ohridana","Radoman, 1973",NA,NA,NA,"VU",NA
155969,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Graecorientalia","Graecorientalia vrissiana","(Radoman, 1966)",NA,NA,NA,"CR",NA
155970,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Spiralix","Spiralix valenciana","Boeters, 2003",NA,NA,NA,"EN",NA
155971,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Radomaniola","Radomaniola curta","(Küster, 1853)",NA,NA,NA,"LC",NA
155972,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella boetersi","P. Reischütz &amp; Falkner, 1998",NA,NA,NA,"CR",NA
155973,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum rhenanum","(Lais, 1935)",NA,NA,NA,"LC",NA
155974,"ANIMALIA","MOLLUSCA","BIVALVIA","VENERIDA","SPHAERIIDAE","Pisidium","Pisidium waldeni","Kuiper, 1975",NA,NA,NA,"LC","Walden Peaclam"
155976,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella kusceri","(A.J. Wagner, 1914)",NA,NA,NA,"DD",NA
155977,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Sardopaladilhia","Sardopaladilhia marianae","Rolán &amp; Martínez-Ortí, 2003",NA,NA,NA,"DD",NA
155978,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria heideae","Boeters &amp; Falkner, 2003",NA,NA,NA,"NT",NA
155979,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Paladilhiopsis","Paladilhiopsis turrita","(Kušcer, 1933)",NA,NA,NA,"CR",NA
155980,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","TATEIDAE","Potamopyrgus","Potamopyrgus antipodarum","(J.E. Gray, 1843)",NA,NA,NA,"NA","New Zealand Mudsnail"
155981,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudamnicola","Pseudamnicola razelmiana","Grossu, 1986",NA,NA,NA,"DD",NA
155982,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Lyhnidia","Lyhnidia sublitoralis","Radoman, 1967",NA,NA,NA,"DD",NA
155983,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Bracenica","Bracenica spiridoni","Radoman, 1973",NA,NA,NA,"EN",NA
155984,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum turritum","(Clessin, 1877)",NA,NA,NA,"CR",NA
155985,"ANIMALIA","MOLLUSCA","BIVALVIA","VENERIDA","SPHAERIIDAE","Euglesa","Euglesa hibernica","(Westerlund, 1894)",NA,NA,NA,"LC","Globular Pea Mussel"
155986,"ANIMALIA","MOLLUSCA","BIVALVIA","VENERIDA","SPHAERIIDAE","Sphaerium","Sphaerium solidum","(Normand, 1844)",NA,NA,NA,"NT",NA
155987,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Lanzaia","Lanzaia edlaueri","Schütt, 1961",NA,NA,NA,"DD",NA
155988,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia gaiteri","Bodon, Manganelli, Sparacio &amp; Giusti, 1995",NA,NA,NA,"NT",NA
155989,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","COCHLIOPIDAE","Eupaludestrina","Eupaludestrina stagnorum","(Gmelin, 1791)",NA,NA,NA,"LC","Lagoon Spire Snail"
155990,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PLANORBIDAE","Gyraulus","Gyraulus lychnidicus","Hesse, 1928",NA,NA,NA,"NT",NA
155991,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Mercuria","Mercuria meridionalis","(Risso, 1826)",NA,NA,NA,"EN",NA
155992,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Spathogyna","Spathogyna fezi","(Altimira, 1960)",NA,NA,NA,"EN",NA
155993,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","ACROLOXIDAE","Acroloxus","Acroloxus improvisus","Polinski, 1929",NA,NA,NA,"VU",NA
155994,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","EMMERICIIDAE","Emmericia","Emmericia patula","(Brumati, 1838)",NA,NA,NA,"LC","Mercurie trompette"
155995,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Terrestribythinella","Terrestribythinella baidashnikovi","Sitnokova, Starobogatov &amp; V. Anistratenko, 1992",NA,NA,NA,"DD",NA
155996,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella krupensis","Radoman, 1973",NA,NA,NA,"DD",NA
155997,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella gibbosa","(Moquin-Tandon, 1856)",NA,NA,NA,"EX",NA
155998,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Daphniola","Daphniola hadei","(E. Gittenberger, 1982)",NA,NA,NA,"CR",NA
155999,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Dalmatella","Dalmatella sketi","Velkovrh, 1970",NA,NA,NA,"CR",NA
156000,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Islamia","Islamia bomangiana","Boeters &amp; Falkner, 2003",NA,NA,NA,"VU",NA
156001,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Plagigeyeria","Plagigeyeria minuta","Bole &amp; Velkovrh, 1987",NA,NA,NA,"DD",NA
156002,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Sadleriana","Sadleriana cavernosa","Radoman, 1978",NA,NA,NA,"CR",NA
156003,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PHYSIDAE","Physella","Physella gyrina","(Say, 1821)",NA,NA,NA,"NA","Tadpole Physa"
156004,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella schleschi","(Kuscer, 1932)",NA,NA,NA,"VU",NA
156005,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum terveri","(Locard, 1882)",NA,NA,NA,"DD",NA
156006,"ANIMALIA","MOLLUSCA","GASTROPODA","HYGROPHILA","PLANORBIDAE","Gyraulus","Gyraulus crista","(Linnaeus, 1758)",NA,NA,NA,"LC","Star Gyro"
156007,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella darrieuxii","(De Folin &amp; Berillon, 1877)",NA,NA,NA,"DD",NA
156009,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Belgrandiella","Belgrandiella croatica","(Hirc, 1881)",NA,NA,NA,"VU",NA
156010,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Ohridohauffenia","Ohridohauffenia sublitoralis","(Radoman, 1963)",NA,NA,NA,"DD",NA
156011,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Tarraconia","Tarraconia gasulli","(Boeters, 1981)",NA,NA,NA,"CR",NA
156012,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudamnicola","Pseudamnicola dobrogica","Grossu, 1986",NA,NA,NA,"DD",NA
156013,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Moitessieria","Moitessieria guadelopensis","Boeters, 2003",NA,NA,NA,"VU",NA
156014,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Sardopaladilhia","Sardopaladilhia plagigeyerica","Manganelli, Bodon, Cianfanelli, Talenti &amp; Giusti, 1998",NA,NA,NA,"NT",NA
156015,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Spiralix","Spiralix burgensis","Boeters, 2003",NA,NA,NA,"DD",NA
156016,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudamnicola","Pseudamnicola exilis","(Frauenfeld, 1863)",NA,NA,NA,"DD",NA
156018,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","COCHLIOPIDAE","Eupaludestrina","Eupaludestrina rausiana","(Radoman, 1974)",NA,NA,NA,"DD",NA
156019,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Saxurinator","Saxurinator brandti","Schütt, 1968",NA,NA,NA,"VU",NA
156020,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Istriana","Istriana mirnae","Velkovrh, 1971",NA,NA,NA,"NT",NA
156021,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudavenionia","Pseudavenionia pedemontana","Bodon &amp; Giusti, 1982",NA,NA,NA,"LC",NA
156022,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum charpyi","(Paladilhe, 1867)",NA,NA,NA,"LC",NA
156023,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BITHYNIIDAE","Bithynia","Bithynia graeca","Westerlund, 1879",NA,NA,NA,"VU",NA
156024,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Radomaniola","Radomaniola montana","(Radoman, 1973)",NA,NA,NA,"LC",NA
156025,"ANIMALIA","MOLLUSCA","BIVALVIA","VENERIDA","SPHAERIIDAE","Euglesa","Euglesa henslowana","(Sheppard, 1825)",NA,NA,NA,"LC","Henslow’s Pea Mussel"
156026,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","BYTHINELLIDAE","Bythinella","Bythinella magna","Radoman, 1976",NA,NA,NA,"DD",NA
156027,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Bythiospeum","Bythiospeum oshanovae","(Pintér, 1968)",NA,NA,NA,"VU","Danubial Blind Snail"
156028,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Henrigirardia","Henrigirardia wienini","(Girardi, 2001)",NA,NA,NA,"CR",NA
156030,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Travunijana","Travunijana klemmi","(Schütt, 1961)",NA,NA,NA,"DD",NA
156031,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Hadziella","Hadziella krkae","Bole, 1992",NA,NA,NA,"VU",NA
156032,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Radomaniola","Radomaniola lacustris","(Radoman, 1983)",NA,NA,NA,"CR",NA
156033,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Pseudamnicola","Pseudamnicola balearica","(Paladilhe, 1869)",NA,NA,NA,"DD",NA
156034,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","HYDROBIIDAE","Hydrobia","Hydrobia declinata","(Frauenfeld, 1863)",NA,NA,NA,"DD",NA
156035,"ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","MOITESSIERIIDAE","Paladilhia","Paladilhia umbilicata","(Locard, 1902)",NA,NA,NA,"VU",NA
